workerid	proliferate.condition	response	sentence	slide_number_in_experiment	tgrep_id	error
150	condition1	['No', False]	my, my wife and i, we planted on the, on the south side of our, of our house we planted some, but not all gardenias.	20	18547:110	
150	condition1	['Yes', True]	and, you know, i even had a thought  once that the whole iraqi thing might have been just a, a deal  to go ahead and let us, uh, you know, expend some, but not all  some, but not all military hardware.	21	19223:138	
150	condition1	['No', True]	living in the city has some, but not all advantages.	22	70612:21	
150	condition1	['No', True]	i think there was four or five different people, that  would call, you know, some, but not all of them, if they didn't have their addresses and all on them,	23	41388:61	
150	condition1	['No', True]	and i can see, you know, some, but not all  some, but not all really significant things coming out of it.	24	56003:40	
150	condition1	['Yes', False]	i know that some, but not all of the schools they have, uh, country western day or something like that one, you know, or tacky day,	25	147067:15	
77	condition1	['susan', 'Susan']		1	bot_check	
77	condition1	['Yes', '']		3	example1	
77	condition1	['Yes', '']		4	example2	
77	condition1	['No', '']		4	example2	
77	condition1	['Yes', False]	in, uh, some, but not all places, uh, you couldn't go to a public school.	6	24962:14	
77	condition1	['Yes', False]	uh, some, but not all people just, uh, i've heard some, but not all people just talking in our group of friends that they just feel it's an invasion of privacy and things like that,	7	105338:42	
77	condition1	['Yes', True]	um, well, some, but not all history, books are pretty scary,	8	19999:14	
77	condition1	['No', True]	and that does take some, but not all time.	9	5140:15	
77	condition1	['No', True]	you can't understand what they're saying  on some of those songs which  probably is just as well on some, but not all of them, too.	10	108856:73	
77	condition1	['Yes', False]	in some, but not all cases	11	16039:6	
77	condition1	['No', True]	and some, but not all of it runs off right away into the, in to the streams and rivers	12	11991:7	
77	condition1	['No', True]	and i'm, you know, showing them if you're strong in math and science, kiddos, this is one area where women can make some, but not all decent money . you know.	13	99637:89	
77	condition1	['No', True]	i mean we need  to redo some, but not all  rewiring ourselves	14	75025:28	
77	condition1	['No', True]	well, we've heard bad, we've heard some bad things about some, but not all of those, you know,	15	140818:55	
77	condition1	['No', True]	and they, they at least have, now they have at least some, but not all marginally marketable skills and more discipline.	16	168976:57	
77	condition1	['Yes', True]	i mean, some, but not all people sing,	17	148561:14	
77	condition1	['Yes', False]	at least, i mean i think some, but not all nursing homes do that.	18	166799:28	
77	condition1	['Yes', False]	so, i, i, uh, i, i, i feel like it should be mandatory in some, but not all professions,	19	95651:89	
77	condition1	['Yes', False]	but there are some, but not all school districts out there that  are very well paid.	20	166177:13	
77	condition1	['No', True]	you know, i want to, i want  to throw some, but not all charcoal on the grill and, and throw a steak  on there and some baked potatoes and stuff like that	21	121793:56	
77	condition1	['No', True]	this is going  to give me some, but not all more places to go .	22	106391:27	
77	condition1	['No', True]	uh, i, i think that in some, but not all cases that's considered  to prejudice the current case	23	171972:37	
77	condition1	['No', True]	and it had some, but not all  some, but not all nice features.	24	49551:24	
77	condition1	['No', True]	we've got, some, but not all children who  would just really, uh, enjoy  having an animal, you know, a dog, i think	25	139682:16	
221	condition1	['Patricia', 'Patricia']		1	bot_check	
221	condition1	['No', '']		3	example1	
221	condition1	['Yes', '']		3	example1	
221	condition1	['No', '']		4	example2	
221	condition1	['No', True]	there are some, but not all  some, but not all other crimes that i think, uh, you know, uh,	6	66757:23	
221	condition1	['Yes', True]	like i do some, but not all volunteer work here and there,	7	15216:13	
221	condition1	['Yes', False]	i know maybe some, but not all of the big things that, uh, uh,	8	123034:17	
221	condition1	['Yes', False]	but, uh, uh, i know that, uh, in some, but not all of these larger cities they're passing out free syringes and all of that sort of thing to prevent, you know, so that, uh, the drug addicts won't be getting dirty needles and everything.	9	144511:39	
221	condition1	['No', True]	and i think it 's good that they're trying  to start some, but not all programs down in the elementary schools.	10	105896:51	
221	condition1	['Yes', False]	we got, we got what some, but not all people call  the best beef in the world.	11	23641:34	
221	condition1	['Yes', False]	but, uh, still i, i questioned the ability of some, but not all of the teachers to, uh, really do a bang-up job,	12	31195:47	
221	condition1	['Yes', False]	but you know i guess to some, but not all people it 'd almost be better  to die to them than to spend life in prison or whatever	13	103788:26	
221	condition1	['Yes', False]	and just recently i've changed my job to actually do some, but not all of the marketing.	14	62101:38	
221	condition1	['No', True]	i measured it one time, because i was, uh, we had saw some, but not all termites	15	74797:57	
221	condition1	['No', True]	they had some, but not all property there	16	167299:10	
221	condition1	['No', False]	well, um, oh, i guess another thing i've noticed, too, here lately is that even though we've had some, but not all pretty warm days, it's been awfully gray, you know, just,	17	25273:85	
221	condition1	['No', False]	i used it on, uh, some, but not all other machines in days gone by and was real pleased  to leave it.	18	18660:24	
221	condition1	['Yes', False]	there some, but not all things i'd like  to try,	19	33859:9	
221	condition1	['No', True]	marinated in olive oil and some seasoning, um, and cooked with some olives and some, and some, but not all prunes, uh,	20	109067:60	
221	condition1	['Yes', False]	but some, but not all of them are sold,	21	13469:7	
221	condition1	['Yes', False]	uh, and some, but not all of, some, but not all stuff that i like, uh,	22	161396:28	
221	condition1	['No', False]	my folks and i always had a dog and a cat, some, but not all  birds,	23	139654:36	
221	condition1	['Yes', False]	uh, and really, i-, i-, we were really forced  into  keeping a budget because i'm, i'm paid once a month which  sort of, sort of forces some, but not all  uh, uh, restrictions	24	168236:157	
221	condition1	['Yes', False]	and you can see in some of the departments in some, but not all of the schools, like history at clark, they're all pretty fancy.	25	99256:38	
179	condition1	['Elizabeth', 'Elizabeth']		1	bot_check	
179	condition1	['Yes', '']		3	example1	
179	condition1	['No', '']		4	example2	
179	condition1	['Yes', True]	and schools now are supposed  to solve social problems, uh, mental and emotional problems as well as educate the kids and try  to provide them with some, but not all security.	6	101121:88	
179	condition1	['Yes', False]	well, and some, but not all people use one credit card  to pay for another credit card they own,	7	7100:11	
179	condition1	['Yes', False]	but, if there are some people who  don't agree uh, then there must be, it seems  to be there must be at least a reasonable doubt for some, but not all people.	8	68658:113	
